Wavelength,7.5 V,8.0 V,8.5 V,9.0 V,9.5 V,10.0 V,10.5 V,11.0 V,11.5 V,12.0 V
796,0.00000039,0.00000464,0.0000134,0.0000214,0.0000309,0.000041,0.000045,0.0000624,0.0000748,0.0000979
797,0.00000048,0.00000602,0.0000154,0.0000266,0.000037,0.0000459,0.0000499,0.0000643,0.0000842,0.0000931
798,0.00000035,0.00000585,0.000017,0.0000255,0.0000414,0.0000435,0.000065,0.000052,0.0000783,0.0000666
799,0.00000036,0.0000051,0.0000129,0.0000236,0.0000367,0.0000422,0.0000396,0.0000588,0.0000841,0.0000926
800,0.00000036,0.0000052,0.0000203,0.0000263,0.000039,0.0000569,0.0000655,0.0000574,0.0000837,0.0000696
801,0.00000023,0.0000052,0.0000141,0.0000169,0.0000331,0.0000391,0.0000406,0.0000479,0.0000616,0.0000928
802,0.00000032,0.0000058,0.0000217,0.0000327,0.000048,0.0000533,0.0000831,0.0000811,0.0000922,0.0000896
803,0.0000003,0.0000052,0.0000183,0.0000251,0.0000408,0.0000475,0.000063,0.0000712,0.0000929,0.0000821
804,0.00000044,0.00000466,0.0000117,0.000024,0.0000377,0.0000445,0.0000603,0.0000604,0.0000634,0.0000668
805,0.00000026,0.00000443,0.0000146,0.0000169,0.0000242,0.0000396,0.0000482,0.0000558,0.0000565,0.0000569
806,0.00000027,0.00000506,0.0000111,0.0000174,0.0000371,0.0000453,0.0000575,0.0000507,0.0000688,0.0000791
807,0.00000035,0.00000463,0.0000129,0.0000227,0.0000294,0.0000367,0.0000377,0.0000466,0.0000709,0.0000529
808,0.00000025,0.00000503,0.0000106,0.0000216,0.000028,0.0000412,0.0000408,0.0000467,0.0000533,0.0000635
809,0.00000024,0.00000507,0.0000135,0.0000205,0.0000277,0.0000404,0.0000431,0.0000461,0.0000674,0.0000997
810,0.00000026,0.00000561,0.0000212,0.0000306,0.0000438,0.0000498,0.0000612,0.0000544,0.00010371,0.000073
811,0.00000021,0.00000511,0.000013,0.000017,0.0000409,0.0000412,0.0000438,0.0000492,0.0000759,0.0000837
812,0.00000025,0.00000432,0.0000137,0.0000207,0.0000366,0.0000411,0.0000496,0.0000441,0.0000596,0.0000769
813,0.00000021,0.00000498,0.0000167,0.0000274,0.0000339,0.0000448,0.0000561,0.0000597,0.0000817,0.0000606
814,0.00000027,0.00000357,0.000013,0.0000182,0.0000331,0.0000384,0.000044,0.0000376,0.0000468,0.0000683
815,0.00000028,0.00000502,0.000012,0.0000225,0.0000275,0.0000356,0.0000445,0.0000475,0.0000615,0.0000539
816,0.00000014,0.00000531,0.0000109,0.000022,0.0000256,0.0000313,0.0000423,0.0000567,0.0000571,0.0000744
817,0.00000029,0.00000474,0.0000184,0.0000261,0.000037,0.0000526,0.000064,0.0000526,0.0000711,0.0000773
818,0.00000019,0.00000513,0.0000149,0.000022,0.0000303,0.0000443,0.000059,0.0000583,0.0000774,0.0000846
819,0.00000021,0.00000417,0.0000137,0.000021,0.0000283,0.0000466,0.0000545,0.0000375,0.000072,0.0000841
820,0.00000023,0.00000433,0.0000146,0.0000275,0.0000301,0.000049,0.0000467,0.0000588,0.0000802,0.0000801
821,0.00000027,0.0000061,0.0000138,0.0000224,0.0000337,0.0000332,0.0000479,0.0000469,0.0000772,0.0000762
822,0.00000035,0.00000378,0.0000147,0.000019,0.0000265,0.0000354,0.0000472,0.0000495,0.0000656,0.0000837
823,0.00000033,0.00000446,0.0000147,0.0000245,0.0000326,0.0000416,0.00006,0.0000609,0.0000813,0.0000766
824,0.00000014,0.00000466,0.0000159,0.000025,0.0000341,0.0000372,0.0000561,0.00005,0.0000999,0.0000788
825,0.00000023,0.00000533,0.0000168,0.0000251,0.00003,0.0000375,0.0000665,0.0000568,0.0000744,0.0000428
826,0.00000027,0.0000027,0.0000157,0.0000204,0.0000241,0.0000431,0.0000496,0.0000491,0.0000755,0.0000658
827,0.00000015,0.00000288,0.00000755,0.0000221,0.0000304,0.0000285,0.0000514,0.0000563,0.0000393,0.0000636
828,0.00000016,0.00000471,0.00000856,0.0000153,0.0000366,0.0000387,0.00005,0.0000398,0.0000521,0.0000691
829,0.00000026,0.00000484,0.0000167,0.0000205,0.0000319,0.0000431,0.0000561,0.0000553,0.0000828,0.0000768
830,0.00000031,0.00000363,0.0000157,0.0000232,0.0000339,0.000038,0.0000501,0.0000539,0.0000727,0.000087
831,0.00000024,0.00000553,0.0000137,0.0000277,0.0000375,0.0000428,0.0000529,0.0000629,0.0000784,0.0000766
832,0.00000022,0.00000588,0.0000161,0.0000233,0.0000443,0.0000441,0.000061,0.0000624,0.0000855,0.0000657
833,0.00000014,0.0000036,0.0000152,0.000028,0.0000363,0.0000435,0.0000553,0.0000515,0.000085,0.0000877
834,0.00000029,0.00000519,0.0000155,0.0000267,0.0000346,0.0000493,0.000056,0.0000337,0.0000817,0.000081
835,0.00000008,0.00000589,0.0000141,0.0000236,0.0000365,0.0000409,0.0000541,0.0000518,0.0000887,0.0000885
836,0.00000016,0.00000432,0.0000173,0.0000281,0.0000332,0.0000486,0.0000473,0.0000576,0.000071,0.0000921
837,0.00000022,0.00000474,0.0000165,0.0000251,0.0000376,0.000056,0.0000724,0.0000501,0.0000758,0.0000528
838,0.00000021,0.00000448,0.0000144,0.0000215,0.0000265,0.000042,0.0000438,0.0000448,0.000064,0.00013616
839,0.0000003,0.00000438,0.0000302,0.0000452,0.0000553,0.0000783,0.000095,0.0000649,0.00011628,0.00012265
840,0.00000026,0.00000542,0.0000243,0.0000356,0.000046,0.0000524,0.0000682,0.000049,0.00011675,0.0000836
841,0.0000003,0.00000599,0.000015,0.0000304,0.0000298,0.0000507,0.0000387,0.0000493,0.0000705,0.0000733
842,0.00000023,0.00000541,0.0000128,0.0000207,0.0000363,0.0000462,0.0000587,0.0000604,0.0000725,0.0000615
843,0.00000017,0.00000528,0.0000125,0.0000203,0.0000446,0.0000451,0.0000464,0.0000582,0.0000896,0.00008
844,0.00000035,0.00000594,0.0000149,0.000017,0.0000314,0.0000414,0.0000358,0.0000558,0.0000682,0.0000898
845,0.00000016,0.00000674,0.0000231,0.0000301,0.0000405,0.0000469,0.0000665,0.0000616,0.00011688,0.00014108
846,0.00000032,0.0000082,0.0000297,0.0000437,0.0000555,0.0000612,0.0000866,0.0000873,0.00014592,0.0000481
847,0.00000032,0.00000418,0.0000146,0.0000262,0.0000314,0.0000441,0.0000395,0.0000668,0.0000898,0.0000912
848,0.00000018,0.00000438,0.0000174,0.0000299,0.0000463,0.0000456,0.0000389,0.0000594,0.000082,0.0000969
849,0.00000028,0.00000555,0.0000157,0.0000323,0.0000501,0.0000553,0.0000723,0.0000638,0.0000951,0.0000996
850,0.00000022,0.00000431,0.000015,0.0000238,0.0000438,0.0000448,0.0000546,0.0000645,0.0000693,0.0000736
851,0.00000024,0.00000514,0.0000106,0.0000271,0.0000409,0.0000479,0.0000666,0.0000492,0.0000913,0.000099
852,0.00000021,0.00000413,0.0000251,0.0000386,0.0000456,0.0000697,0.0000917,0.0000912,0.00014312,0.00011958
853,0.00000043,0.00000783,0.0000234,0.0000348,0.000037,0.0000572,0.0000837,0.0000895,0.00013157,0.0000801
854,0.00000011,0.00000452,0.0000191,0.0000285,0.0000337,0.0000494,0.0000467,0.0000611,0.0000984,0.00010315
855,0.00000027,0.00000636,0.0000298,0.0000346,0.0000547,0.0000616,0.00010379,0.0000707,0.00013317,0.0000488
856,0.00000011,0.00000515,0.0000146,0.0000178,0.0000396,0.0000293,0.0000434,0.0000476,0.0000506,0.0000909
857,0.00000026,0.00000676,0.0000106,0.0000275,0.0000443,0.000041,0.0000491,0.0000432,0.0000627,0.0000892
858,0.00000035,0.00000589,0.00000885,0.0000312,0.000032,0.000054,0.0000611,0.0000538,0.0000709,0.00010391
859,0.00000021,0.0000058,0.0000172,0.0000351,0.0000368,0.0000537,0.0000568,0.0000754,0.00010104,0.0000372
860,0.00000035,0.00000551,0.0000144,0.000031,0.0000488,0.0000471,0.0000436,0.0000642,0.0000607,0.00021291
861,0.00000044,0.00000894,0.0000516,0.0000709,0.0000845,0.00010216,0.00015604,0.00011972,0.00023863,0.0000992
862,0.00000046,0.0000059,0.0000199,0.00003,0.0000594,0.0000638,0.0000798,0.0000895,0.00011517,0.00010262
863,0.00000034,0.00000778,0.0000128,0.0000272,0.0000512,0.0000475,0.0000438,0.0000764,0.0000829,0.00018283
864,0.00000033,0.00000665,0.0000456,0.0000679,0.0000829,0.00011339,0.00015254,0.00010547,0.00021213,0.0000928
865,0.00000025,0.00000569,0.0000166,0.0000272,0.0000432,0.0000512,0.0000587,0.0000731,0.0000752,0.00010144
866,0.00000012,0.0000075,0.000029,0.000049,0.0000447,0.0000673,0.0000781,0.000046,0.0001082,0.0000756
867,0.00000011,0.00000555,0.0000167,0.0000335,0.0000645,0.0000537,0.0000583,0.0000732,0.0000867,0.00010681
868,0.00000018,0.0000054,0.0000239,0.0000384,0.0000458,0.0000467,0.0000831,0.0000721,0.00012308,0.0001215
869,0.00000026,0.00000685,0.0000231,0.0000374,0.0000475,0.000063,0.00011128,0.0000688,0.0001131,0.0000987
870,0.00000028,0.00000638,0.0000222,0.0000337,0.0000538,0.0000439,0.0000658,0.0000663,0.0000974,0.00011559
871,0.00000014,0.0000061,0.0000179,0.0000312,0.0000461,0.0000611,0.0000626,0.0000638,0.000093,0.0000999
872,0.00000012,0.00000615,0.0000165,0.0000446,0.0000585,0.00006,0.0000902,0.0000894,0.0000959,0.0000888
873,0.00000023,0.00000677,0.0000145,0.000033,0.0000384,0.0000505,0.0000637,0.0000805,0.0000924,0.0000988
874,0.00000041,0.00000813,0.0000257,0.00003,0.0000591,0.0000573,0.0000692,0.0000702,0.00010747,0.00010015
875,0.00000023,0.00000519,0.0000191,0.0000284,0.0000411,0.0000574,0.0000694,0.0000581,0.00010047,0.000092
876,0.00000024,0.00000749,0.0000161,0.0000288,0.000046,0.000045,0.000055,0.0000616,0.0000761,0.00012468
877,0.00000028,0.00000503,0.0000197,0.0000225,0.0000399,0.0000573,0.000067,0.0000788,0.00011037,0.0000919
878,0.00000231,0.00000791,0.0000226,0.0000378,0.0000633,0.0000646,0.0000709,0.0000834,0.0000947,0.00013151
879,0.00000015,0.00000514,0.0000306,0.0000472,0.0000556,0.0000569,0.0001126,0.0000763,0.00016368,0.0000886
880,0.0000001,0.0000061,0.0000194,0.0000274,0.0000418,0.0000506,0.0000805,0.0000612,0.00011802,0.00010689
881,0.00000023,0.00000706,0.000025,0.0000296,0.0000384,0.0000473,0.0000613,0.000064,0.0000865,0.00012351
882,0.00000038,0.00000707,0.0000337,0.0000498,0.0000666,0.0000906,0.00011295,0.0000954,0.00015108,0.000099
883,0.00000019,0.00000588,0.0000158,0.0000273,0.0000521,0.0000459,0.000071,0.0000486,0.00011729,0.00010028
884,0.00000038,0.00000674,0.0000133,0.000026,0.0000351,0.0000512,0.0000763,0.0000532,0.00010428,0.0000879
885,0.00000024,0.00000635,0.0000208,0.0000344,0.0000443,0.000065,0.000073,0.0000716,0.00010463,0.00010403
886,0.00000024,0.00000542,0.0000219,0.0000369,0.0000417,0.0000526,0.0000688,0.0000628,0.00012149,0.0001209
887,0.00000041,0.00000814,0.00003,0.0000343,0.0000587,0.000052,0.0000871,0.0000765,0.00011242,0.0000974
888,0.0000005,0.00000682,0.0000196,0.0000312,0.000035,0.0000462,0.0000564,0.0000406,0.0000664,0.0000633
889,0.00000016,0.00000642,0.0000189,0.0000144,0.0000486,0.000062,0.0000794,0.0000531,0.0000945,0.0000938
890,0.00000024,0.00000553,0.000025,0.0000475,0.0000642,0.000058,0.0000691,0.0000696,0.00013985,0.0000906
891,0.00000017,0.00000721,0.0000191,0.0000313,0.000044,0.0000575,0.0000541,0.0000674,0.0000924,0.000095
892,0.00000032,0.00000554,0.0000216,0.000032,0.0000567,0.0000804,0.0000748,0.0000743,0.00011149,0.00017431
893,0.00000042,0.00000682,0.0000275,0.0000476,0.0000647,0.0000917,0.00011081,0.0000766,0.00015214,0.00010143
894,0.00000042,0.00000617,0.000019,0.0000363,0.0000572,0.000091,0.000056,0.0000602,0.00014076,0.0000895
895,0.0000004,0.00000786,0.0000201,0.0000482,0.0000546,0.0000634,0.00010177,0.0001011,0.00014388,0.0001099
896,0.00000036,0.00000846,0.000024,0.000038,0.0000473,0.0000589,0.0000792,0.00008,0.00012098,0.00011451
897,0.00000081,0.00000779,0.0000222,0.0000249,0.0000412,0.0000554,0.0000732,0.0000746,0.0000915,0.00012485
898,0.00000004,0.00000601,0.000026,0.0000294,0.0000537,0.00010005,0.0000981,0.0000944,0.00017234,0.0000936
899,0.00000045,0.00000764,0.000023,0.000042,0.0000347,0.0000767,0.0000906,0.0000882,0.0000821,0.000067
900,0.00000023,0.00000782,0.000017,0.0000242,0.0000376,0.0000567,0.0000751,0.0000733,0.00012111,0.00013441
901,0.00000038,0.00000803,0.0000339,0.00004,0.0000597,0.0000791,0.0000807,0.0000885,0.00011031,0.00013285
902,0.00000054,0.00000806,0.000025,0.0000416,0.0000531,0.0000761,0.0000776,0.0000781,0.00015527,0.00019134
903,0.00000053,0.0000112,0.0000491,0.0000697,0.0000889,0.00010263,0.00015774,0.0001432,0.00019739,0.00013719
904,0.0000002,0.00000664,0.0000287,0.0000452,0.0000666,0.0000877,0.0000961,0.0000998,0.00017309,0.00010774
905,0.00000031,0.00000752,0.000018,0.0000361,0.0000514,0.0000696,0.000098,0.0000682,0.0001344,0.00011449
906,0.00000019,0.00000844,0.0000265,0.0000294,0.0000609,0.000078,0.000096,0.00010366,0.00012906,0.00012379
907,0.00000013,0.00000823,0.000028,0.0000398,0.0000637,0.0000706,0.00012018,0.0001153,0.000135,0.0001191
908,0.0000003,0.0000057,0.0000243,0.0000517,0.0000709,0.000077,0.00012455,0.0000929,0.000092,0.00011458
909,0.00000017,0.00000776,0.0000277,0.0000564,0.0000783,0.0000763,0.0000987,0.0000869,0.00016832,0.00013318
910,0.00000033,0.0000121,0.0000277,0.0000444,0.0000618,0.0000782,0.00011389,0.0000981,0.00012056,0.00014753
911,0.00000031,0.000009,0.0000249,0.0000521,0.0000666,0.0000597,0.00011766,0.0000999,0.00013108,0.00016451
912,0.00000036,0.00000708,0.0000152,0.0000189,0.0000473,0.0000654,0.0000678,0.0000719,0.0000837,0.00018698
913,0.00000019,0.00000943,0.0000325,0.000062,0.0000646,0.00010732,0.00010881,0.0000919,0.00012266,0.00015715
914,0.00000046,0.00000791,0.0000359,0.0000519,0.0000677,0.00010602,0.00011505,0.00010198,0.00017201,0.00016764
915,0.00000022,0.0000108,0.0000318,0.0000597,0.0000814,0.0000923,0.00012016,0.00011221,0.00017694,0.0000862
916,0.00000005,0.00000653,0.000023,0.0000408,0.000035,0.0000834,0.0000569,0.0000701,0.0001131,0.00016229
917,0.0000004,0.00000413,0.0000177,0.0000452,0.0000668,0.0000851,0.0000799,0.0000711,0.00017109,0.00015334
918,0.00000055,0.00000713,0.0000269,0.0000352,0.0000677,0.0000829,0.000087,0.0000953,0.00012162,0.00015744
919,0.00000034,0.0000102,0.000031,0.0000434,0.0000528,0.0000853,0.0000932,0.0001324,0.0001519,0.0001563
920,0.00000054,0.00000795,0.0000247,0.0000379,0.0000777,0.00010381,0.00011157,0.0000895,0.00013806,0.00019185
921,0.0000004,0.0000112,0.0000397,0.0000652,0.0000669,0.00011363,0.00015072,0.00012903,0.00016759,0.00017393
922,0.00000038,0.00000864,0.0000274,0.0000466,0.0000716,0.00007,0.0000839,0.00012302,0.00011104,0.00025317
923,0.00000017,0.0000102,0.0000566,0.0000727,0.00011448,0.00012512,0.00015559,0.00012525,0.00024565,0.0002219
924,0.00000041,0.0000148,0.0000452,0.0000613,0.0000576,0.0000927,0.00014073,0.00012152,0.00016718,0.00020266
925,0.00000063,0.0000111,0.0000416,0.0000711,0.0000861,0.0001519,0.0001115,0.00011934,0.00021244,0.00016695
926,0.00000029,0.0000149,0.0000363,0.0000421,0.0000872,0.00011845,0.00010415,0.00010177,0.00019658,0.00023889
927,0.00000032,0.0000117,0.0000402,0.0000713,0.0000682,0.00012272,0.00016563,0.00016097,0.00019502,0.00011721
928,0.00000031,0.00000886,0.0000292,0.0000484,0.0000724,0.00010585,0.00010202,0.00013278,0.00018424,0.00022785
929,0.00000048,0.00000787,0.00004,0.0000704,0.00012773,0.000138,0.00012451,0.00014141,0.00026399,0.00019698
930,0.0000004,0.0000106,0.0000566,0.0000609,0.0000877,0.00013101,0.00018843,0.00017165,0.0002443,0.00021213
931,0.00000029,0.00000915,0.0000458,0.0000735,0.0000795,0.0000992,0.00015162,0.00015629,0.00023689,0.00028511
932,0.00000038,0.0000155,0.0000505,0.0000681,0.0000847,0.00016299,0.00012191,0.00016907,0.00031785,0.00025659
933,0,0.0000159,0.0000538,0.0000768,0.00010878,0.00010005,0.00019308,0.00017537,0.0002504,0.00023662
934,0.00000068,0.0000118,0.0000506,0.0000834,0.00012636,0.00015995,0.00019669,0.0002041,0.00021322,0.00026906
935,0.00000059,0.00000963,0.0000591,0.0000962,0.00015191,0.0001572,0.00025378,0.00012989,0.00034956,0.00040656
936,0.00000049,0.00000903,0.0000879,0.00011331,0.00010252,0.00020718,0.00026576,0.00020351,0.00033931,0.00029859
937,0.00000031,0.0000262,0.0000637,0.0000842,0.00017294,0.0001837,0.00019269,0.00024831,0.00034053,0.00022242
938,0.00000097,0.0000163,0.0000513,0.00012493,0.00012227,0.00020052,0.0001724,0.00020176,0.00026601,0.00037749
939,0.00000098,0.0000299,0.0000763,0.00011216,0.00021507,0.00024597,0.00032955,0.0002216,0.00048116,0.00052097
940,0.00000117,0.0000342,0.00015586,0.00019822,0.00031253,0.00038667,0.00047822,0.00046949,0.00070747,0.00051156
941,0.00000138,0.0000416,0.00011713,0.00013129,0.00024554,0.00026157,0.00027691,0.00037219,0.00051437,0.00056378
942,0.00000057,0.0000289,0.0000906,0.00012508,0.00024626,0.00027414,0.00043635,0.00034143,0.00054073,0.00071831
943,0.00000036,0.0000254,0.00014636,0.00022625,0.00037284,0.00037351,0.00044217,0.00050168,0.00049167,0.00074221
944,0.00000144,0.0000432,0.00012623,0.0001898,0.00032722,0.00032942,0.00043806,0.00034411,0.00060876,0.00068714
945,0.00000015,0.0000424,0.00017231,0.00025526,0.00030555,0.00038096,0.00048218,0.00039449,0.00077546,0.00073985
946,0.000002,0.0000426,0.0000845,0.00022273,0.00025183,0.00049046,0.00043788,0.00047189,0.00026802,0.00055078
947,0.00000151,0.0000355,0.0001155,0.00020996,0.0002654,0.00029522,0.00039758,0.00034081,0.00055642,0.0007121
948,0.00000104,0.0000344,0.0000943,0.00014536,0.00020701,0.00026288,0.00031239,0.00032453,0.00056678,0.00034399
949,0.00000174,0.0000214,0.0000899,0.00019142,0.00025526,0.00032108,0.00038251,0.00035931,0.00064757,0.00045012
950,0.00000039,0.0000179,0.0000933,0.00019481,0.00021847,0.00031779,0.00049199,0.00026585,0.00062726,0.00060656
951,0.0000013,0.000031,0.00012396,0.0001979,0.000265,0.00029581,0.00039361,0.00042507,0.00046315,0.00044273
952,0.00000098,0.0000261,0.0000835,0.00017368,0.00025367,0.00034889,0.00021044,0.00035078,0.00052526,0.00045762
953,0.00000078,0.0000352,0.000093,0.00010235,0.00017531,0.00024405,0.00026716,0.00047352,0.00051932,0.00060352
954,0.00000122,0.0000309,0.00014545,0.00022074,0.00026884,0.00037942,0.00038096,0.00051377,0.00066185,0.00048964
955,0.0000009,0.0000265,0.0000898,0.00016911,0.00021182,0.00022599,0.00029725,0.00031541,0.00044587,0.00039342
956,0.00000158,0.0000268,0.0000918,0.0001904,0.00021135,0.00026967,0.00027627,0.00021969,0.00064691,0.00050357
957,0.00000084,0.0000328,0.0000935,0.00012313,0.00025335,0.00035339,0.00037138,0.00038262,0.00047975,0.00060808
958,0.00000165,0.0000241,0.00010071,0.00016212,0.00018217,0.000302,0.00033905,0.00034675,0.00044265,0.0003619
959,0.00000152,0.0000198,0.0000861,0.00011563,0.00015248,0.00016978,0.00032253,0.00028685,0.00029305,0.00040761
960,0.0000007,0.0000196,0.000079,0.0001549,0.00014299,0.00027715,0.00032513,0.00026875,0.00045912,0.00035996
961,0.00000025,0.0000236,0.00010642,0.0001346,0.00018221,0.00026302,0.00026911,0.00027735,0.00046256,0.00035911
962,0.00000038,0.0000285,0.0000577,0.00016234,0.00016838,0.00020677,0.00027352,0.0000968,0.00039562,0.00038165
963,0.00000077,0.0000199,0.0000891,0.00015228,0.00019394,0.00025136,0.00029599,0.00033221,0.00044348,0.00054138
964,0.00000051,0.000022,0.00012516,0.00012604,0.00023038,0.00023172,0.00033118,0.00030736,0.00053514,0.00029048
965,0.00000069,0.0000264,0.0000623,0.0000736,0.00014702,0.00023342,0.00028343,0.00014568,0.00040364,0.00048301
966,0.00000067,0.0000187,0.00011158,0.00018027,0.00021532,0.00028223,0.00037039,0.0002665,0.00060851,0.00029374
967,0.00000097,0.0000189,0.00007,0.00012171,0.00017343,0.00027985,0.00025565,0.00024748,0.00041118,0.00045537
968,0.00000122,0.000026,0.0000744,0.0001403,0.00022486,0.00027061,0.00033601,0.00034182,0.00058004,0.00046495
969,0.00000833,0.0000265,0.0000941,0.00012783,0.00020266,0.00022679,0.00029414,0.00036146,0.00048763,0.00051452
970,0.00000062,0.000028,0.0000859,0.00020224,0.00020843,0.00032435,0.00042648,0.0002733,0.00052204,0.00040124
971,0.00000116,0.0000268,0.0000339,0.00013045,0.00011595,0.00019061,0.00027174,0.0001863,0.00037981,0.00049198
972,0.00000098,0.0000323,0.00010217,0.00017275,0.0002055,0.00030619,0.00040843,0.00032949,0.00057859,0.00054574
973,0.00000053,0.0000258,0.00010017,0.00014999,0.00018713,0.00028079,0.00033506,0.00022887,0.000446,0.00032909
974,0.00000036,0.0000206,0.0000976,0.00014819,0.00021252,0.0002182,0.00028689,0.00031198,0.00035685,0.00049589
975,0.00000061,0.0000303,0.0000762,0.00014466,0.00016006,0.00023369,0.00028037,0.00024247,0.00042862,0.00053166
976,0.00000111,0.0000313,0.00010074,0.00015678,0.00022416,0.00026694,0.00027495,0.0003367,0.00041384,0.00041506
977,0.00000029,0.000038,0.0000685,0.0000919,0.00020836,0.00016989,0.00026852,0.00017618,0.00035809,0.00041805
978,0.0000005,0.0000313,0.000058,0.00012021,0.00020497,0.00020598,0.00024399,0.00025423,0.00031226,0.00041856
979,0.00000142,0.0000249,0.0001154,0.00016898,0.00016305,0.00024232,0.00045329,0.00037433,0.00047785,0.00066197
980,0.00000122,0.0000354,0.0000864,0.0001603,0.00027022,0.00022688,0.00039926,0.00034431,0.00063998,0.00030311
981,0.00000036,0.0000306,0.0000463,0.00012444,0.00019648,0.0002414,0.00023032,0.00031431,0.00032477,0.00023741
982,0.00000114,0.0000374,0.0000769,0.0000875,0.00022119,0.00021802,0.00031003,0.00022661,0.00026462,0.00047802
983,0.00000069,0.0000295,0.0000782,0.00011905,0.00019894,0.00024349,0.00028696,0.0003157,0.00035602,0.00056202
984,0.00000063,0.000035,0.00011308,0.00022458,0.00027191,0.00028816,0.00030492,0.00036009,0.00062049,0.00046945
985,0.00000062,0.0000258,0.0000913,0.00015635,0.00021476,0.00030033,0.00028132,0.00026127,0.000388,0.00032482
986,0.00000078,0.0000411,0.0000634,0.00014671,0.0001897,0.00021082,0.00032092,0.00026012,0.00033318,0.00044426
987,0.00000157,0.000034,0.0000939,0.00013232,0.00016348,0.00026809,0.00028396,0.000223,0.00048571,0.00068293
988,0.00000091,0.0000387,0.00014787,0.00021955,0.00031515,0.00022416,0.00037522,0.00042697,0.00051945,0.00043976
989,0.00000091,0.0000382,0.00010058,0.00010149,0.0001704,0.00019442,0.00035094,0.00035004,0.00044071,0.00076021
990,0.0000011,0.0000363,0.00015911,0.00026786,0.00029057,0.00045702,0.00045759,0.00050409,0.00066415,0.00078415
991,0.00000104,0.0000375,0.00013398,0.00020384,0.00031043,0.00027824,0.00041043,0.00039368,0.00048629,0.00054082
992,0.00000079,0.0000394,0.00013324,0.00026198,0.00018928,0.00038802,0.00046354,0.00050714,0.00061854,0.00052512
993,0.00000281,0.0000289,0.00013372,0.00014008,0.00021413,0.00040664,0.00038881,0.00041848,0.0007533,0.00065921
994,0.00000094,0.0000432,0.00017724,0.00022533,0.00044318,0.00045244,0.00046324,0.00044727,0.00085953,0.00069057
995,0.00000294,0.0000374,0.0002139,0.00031128,0.00030479,0.0004687,0.00053102,0.00047507,0.00097689,0.00067033
996,0,0.0000097,0.00013381,0.00022744,0.00039335,0.00036853,0.00039629,0.00024669,0.00069542,0.00062412
997,0.00000231,0.0000462,0.00011675,0.00021596,0.00027996,0.0003477,0.00047381,0.00042428,0.00081899,0.00062502
998,0.00000088,0.0000345,0.00011046,0.00012637,0.00032679,0.00036919,0.0004559,0.00042288,0.00066047,0.00089596
999,0.00000241,0.0000513,0.00011158,0.00017662,0.00029955,0.00040115,0.00038933,0.00049871,0.00058641,0.00048977
1000,0.00000224,0.0000408,0.0001234,0.00018712,0.00028703,0.0004852,0.00042804,0.00044036,0.00055586,
